    CÓDIGO | DESCRIÇÃO                                                |  PREÇO U$         
     81801 | NOBREAK UPS 480VA LCD/USB 800VA 220V                     |      90.00
     66160 | NOBREAK UPS 600VA LCD/USB 1000VA 200V                    |     100.00
     33800 | NOBREAK WELI  800VA  800 220V                            |      90.00
     33220 | NOBREAK WELI 1000VA 1000 220V                            |     110.00
     22514 | NOBREAK WELI 3000VA 3KVA 220V/50HZ                       |     860.00
     38817 | NT ACER  AO721-3881 ATHII-NEO 1.8/2/250/C/11.6''PT       |     340.00
     72286 | NT ACER  AO722-BZ868 AMD-C50 1.0/2/500/C/11.6'' PT       |     353.00
     14532 | NT ACER  AO751H-1453 ATOM 1.33/2/250/C/11.6 AZUL         |     335.00
     13412 | NT ACER  AOD255E-13412 ATOM 1.66/1/250/C/10''            |     280.00
     25541 | NT ACER  AOD255E-13412 ATOM 1.66/2/250/C/10''            |     310.00
    13429I | NT ACER  AOD255E-13429 ATOM 1.66/1/250/C/10''            |     280.00
     13662 | NT ACER  AOD255E-13665 ATOM 1.66/2/320/C/10ROJO          |     340.00
     18017 | NT ACER  AOD255E-1802 ATOM 1.5/1/250/C/10.1''            |     300.00
     57186 | NT ACER  AOD257-1670 ATOM 1.66/2/500/C/10.1 ROJO         |     350.00
    25718I | NT ACER  AOD257-1802 ATOM 1.66/1/250/C/10.1''            |     305.00
     57182 | NT ACER  AOD257-1821 ATOM 1.66/2/500/C/10.1 AZUL         |     350.00
     18979 | NT ACER  AOD257-1879 ATOM 1.66/2/500/C/10.1 NEGRO        |     350.00
     66518 | NT ACER 1830T-6651 CI5 1.33/4/500/C/11.6'' NEGRO         |     790.00
     14798 | NT ACER HAPPY2-1479 ATOM 1.66/2/500/C/10.1 NARAN         |     355.00
     16852 | NT ACER HAPPY2-1685 ATOM 1.66/2/500/C/10.1 AZUL          |     355.00
     16886 | NT ACER HAPPY2-1688 ATOM 1.66/2/500/C/10.1 AMARI         |     355.00
     12821 | NT ACER HAPPY2-1821 ATOM 1.66/2/500/C/10ROSADO           |     355.00
     50614 | NT APPLE MC506LZ/A C2D 1.4/2/128SSD/C/11''               |   1,300.00
     96540 | NT APPLE MC965LL/A CI5 1.7/4/128/C/13.3''                |   1,480.00
     96816 | NT APPLE MC968LL/A CI5 1.6/2/64/C/11.6''                 |   1,160.00
     96940 | NT APPLE MC969LZ/A CI5 1.6/4/128/C/11.6''                |   1,400.00
     36547 | NT ASUS 1015PX  ATOM 1.66/2/320/C/10.1 BLANCO            |     345.00
     12583 | NT ASUS 1015PX  ATOM 1.66/2/320/C/10.1 NEGRO             |     345.00
     93247 | NT ASUS 1215P ATOM 1.66/2/320/C/12.1 NEGRO               |     405.00
     20315 | NT ASUS 1215P ATOM 1.66/2/500/C/12.1 NEGRO               |     420.00
     12159 | NT ASUS 1215T ATLHII 1.7/2/320/C/12.1 NEGRO              |     410.00
     87049 | NT BENQ U105 ATOM 1.66/2/250/C/10.1 NEGRO                |     290.00
     3351R | NT HP MINI 110-3135DX ATOM 1.6/1/250/C/10 *F* ROJO       |     305.00
    35325I | NT HP MINI 110-3530NR ATOM 1.66/1/250/C/10.1'' NE        |     320.00
     35325 | NT HP MINI 110-3530NR ATOM 1.66/1/250/C/10.1''NEG        |     315.00
     35306 | NT HP MINI 110-3730NR ATOM 1.66/2/250/C/10.1''           |     340.00
     7016R | NT HP MINI 210-2070CA ATOM 1.66/1/250/C/10 *F*           |     340.00
     7220R | NT HP MINI 210-2072CL ATOM 1.66/1/250/C/10 *F*(E)        |     315.00
     11002 | NT SAMSUNG NC110-A02US ATOM 1.66/1/250/C/10.1''          |     345.00
     37019 | NT SAMSUNG NC110-A03JM ATOM 1.66/1/250/C/10.1''          |     305.00
     83121 | NT SONY M121AX/L ATOM 1.83/1/250/C/10.1 AZUL             |     490.00
     26274 | NT SONY W221AX/L ATOM 1.83/1/250/C/10.1'' W7             |     470.00
     13232 | NT SONY YB13KX/G AMD DC 1.6/2/320/C/11.6'' VERDE         |     565.00
     13162 | NT SONY YB13KX/P AMD DC 1.6/2/320/C/11.6'' ROSADO        |     565.00
     50559 | NT TO NB505-N508BL ATOM 1.66/2/250/C/10.1 AZUL           |     340.00
     50855 | NT TO NB505-N508BN ATOM 1.66/1/250/C/10.1 MARRON         |     345.00
     59505 | NT TO NB505-N508TQ ATOM 1.66/1/250/C/10.1'' VERDE        |     350.00
     99942 | OCULOS-3D NVIDIA EXTRA GLASSES                           |     150.00
     27489 | OCULOS-3D NVIDIA GLASSES KIT                             |     230.00
     38361 | PAPEL HP PREMIUM INKJET C3836A 50 FOLHA (B)              |      13.00
     24715 | PCMCIA PIXELVIEW PLAY TV XPRESSPV-A715EC(FRTV)           |      28.00
      9432 | PCMCIA PROLINK PLAY TV FM MOBILE                         |      20.50
     73230 | PIANO INFANTIL MDF DECEMBER RENOPIA BIVOLT BLANCO        |     170.00
     91231 | PIANO INFANTIL MDF DECEMBER RENOPIA BIVOLT ROSA          |     170.00
     58799 | PL CONTROLADORA IDE 799                                  |     118.00
     96573 | PL CONTROLADORA IDE 899                                  |     119.00
     27057 | PL CONTROLADORA IDE DOIS BLU RAY                         |     118.00
     66951 | PL CONTROLADORA IDE LSK DVD-699                          |     118.00
     68812 | PL CONTROLADORA IDE WYTRON DVD-688                       |     123.00
     10799 | PL CONTROLADORA SATA 799                                 |     118.00
     97263 | PL CONTROLADORA SATA 899                                 |     120.00
     99458 | PL CONTROLADORA SATA AAA 900 BLU-RAY                     |     135.00
     10636 | PL CONTROLADORA SATA D10S BLU RAY                        |     118.00
     52106 | PL CONTROLADORA SATA LSK 1000 C/USB                      |     154.00
     12999 | PL CONTROLADORA SATA LSK 999                             |     120.00
     16882 | PL CONTROLADORA SATA WYTRON DVD-688                      |     132.00
     85062 | PL EXT USB PIXELVIEW XCAPTURE PV-CX850U-F                |      27.00
     23579 | PL EXT USB TV DIGITAL E-LINK C/ANTENA (B)                |      17.00
     78942 | PL EXT USB TV DIGITAL MARCSONIC ISDB-T BLANCO (B)        |      32.00
     78913 | PL EXT USB TV DIGITAL MARCSONIC ISDB-T NEGRO (B)         |      32.00
     55121 | PL EXT USB TV ENCORE ENUTV-3                             |      29.00
     54712 | PL EXT USB TV ENCORE ENUTV-DIT2                          |      34.00
     30809 | PL EXT USB TV PIXELVIEW PLAYTV PV-B308U(FRTN)-F          |      54.00
     47124 | PL EXT USB TV PIXELVIEW PLAYTV PV-D231U(RN) SBTVD        |      39.00
     66703 | PL EXT USB TV PROLINK PLAYTV BOX6 BLANCO                 |      45.00
     66001 | PL EXT USB TV ULTRA PROLINK PV-A6600U1                   |      32.00
     35629 | PL EXT USB ZOGIS ICAPTURA INT. TV/RADIO/GAME             |      23.00
       291 | PL PCI 2 SERIAIS 9P E 1 PARALELA                         |      10.00
      1848 | PL PCI 3-FIREWIRE 1394                                   |       7.00
     11004 | PL PCI CIRCUITO FECHADO PV-VG1000 PIXEL VIEW             |      86.00
       426 | PL PCI COM 4+1 CONECTORES USB 2.0                        |       6.00
     12453 | PL PCI EXP. 1X USB 3.0  2 PORTAS                         |      21.00
      4039 | PL PCI EXP. TV-OUT ADD2 PROLINK 16BT                     |      16.00
      3361 | PL PCI EXP. TV-OUT ADD2 PROLINK 1BTX                     |      17.00
     39160 | PL PCI SCSI ADAPTEC 39160 OEM C/CABO                     |      49.00
     88523 | PL PCI TV/FM PROLINK 8000GT2 C/CONTROL                   |      30.00
      5049 | PL PCI TV/FM PROLINK PLAYTV CINEMA PRO C/CON             |      57.00
     34723 | PL PINNAC. CONTROLE REMOTO                               |       5.00
     11704 | PORTA CD'S CL EVW-24 NEGRO (G)                           |      10.00
     11396 | PORTA CD'S P/CARRO CL AV10 NEGRO (G)                     |       7.00
     71700 | PORTA RET. DIG.  7'' COBY DP700 AZUL                     |      35.00
     77002 | PORTA RET. DIG.  7'' COBY DP700 BLANCO                   |      35.00
     77012 | PORTA RET. DIG.  7'' COBY DP700 LILA                     |      35.00
     77018 | PORTA RET. DIG.  7'' COBY DP700 ROJO                     |      35.00
     72730 | PORTA RET. DIG.  7'' COBY DP730 BLANCO                   |      38.00
     71136 | PORTA RET. DIG.  7'' KAIOMY BLANCO                       |      36.00
     45270 | PORTA RET. DIG.  7'' KAIOMY NEGRO                        |      36.00
     70162 | PORTA RET. DIG.  7'' KODAK PULSE WIFI NEGRO              |     138.00
     84770 | PORTA RET. DIG.  7'' ORANGE OR-PF700 BLANCO              |      49.00
     70086 | PORTA RET. DIG.  7'' ORANGE OR-PF700 NEGRO               |      49.00
     44701 | PORTA RET. DIG.  7'' ORANGE OR-PF701 NEGRO               |      49.00
     70270 | PORTA RET. DIG.  7'' ORANGE OR-PF702 BLANCO              |      49.00
     77272 | PORTA RET. DIG.  7'' ORANGE OR-PF702 NEGRO               |      49.00
     90197 | PORTA RET. DIG.  7'' ORANGE OR-PF703 BLANCO              |      49.00
     70335 | PORTA RET. DIG.  7'' ORANGE OR-PF703 NEGRO               |      49.00
     71007 | PORTA RET. DIG.  7'' ORANGE OR-PF710 BLANCO              |      49.00
     90466 | PORTA RET. DIG.  7'' ORANGE OR-PF711 ROSADO              |      49.00
     71275 | PORTA RET. DIG.  7'' ORANGE OR-PF712 NEGRO               |      49.00
     71387 | PORTA RET. DIG.  7'' ORANGE OR-PF713 NEGRO               |      49.00
     81026 | PORTA RET. DIG.  8'' KAIOMY BLANCO                       |      47.00
     15569 | PORTA RET. DIG. 10'' BAK BK-1055SD NEGRO                 |      80.00
     14657 | PORTA RET. DIG. 10.4''  512MB E-LINK JOBO NEGRO(E)       |      53.00
     12039 | PORTA RET. DIG. 12'' ORANGE OR-PF120 NEGRO               |      92.00
     25781 | PORTA RET. DIG. 15'' E-LINK JOBO PLATA (E)               |      92.00
     86520 | PRANCHA DE CABELO MORE FITNESS GL8002+ ROSAD MINI        |      12.00
     88971 | PRANCHA DE CABELO MORE FITNESS GL8006+                   |      20.00
     45898 | PRANCHA DE CABELO MORE FITNESS GL8009+ NANO              |      32.00
     55611 | PRANCHA DE CABELO PHILIPS HP8310                         |      26.00
     41061 | PRINT SERVER D-LINK DPR-1061 2USB/1PARALELA              |      86.00
     31015 | PRINT SERVER TP-LINK TL-PS110P PARALELO                  |      32.00
     11052 | PRINT SERVER TP-LINK TL-PS110U USB                       |      31.00
     74716 | PRINT SERVER TP-LINK TL-PS310U USB                       |      34.00
     56231 | PRODUTO PARA LIMPEZA DE TELAS (G)                        |       7.00
     50368 | PROJ.  LAMP. INFOCUS SP-039 IN2102/2104 (B)              |     232.00
      3439 | PROJ.  LAMP. SONY C162 (ES3,ES4,EX3,EX4,CS20,CX20        |     275.00
     19035 | PROJ.  LAMP. SONY LMP-C190 CX83/CX85/CX86 (B)            |     360.00
     55190 | PROJ.  LAMP. SONY LMP-E190 ES5/EX5EX50/EW5  (G)          |     280.00
     10263 | PROJ.  TELA KLIPX KPS301B 72'' (1.45x1.10m) NEGRO        |      74.00
     50265 | PROJ.  TELA KLIPX KPS502B 100'' (2.00x1.50m) NEGRO       |     255.00
     45860 | PROJ.  TELA MICROFINS 60'' C/CONTROLE 220V               |     165.00
     60220 | PROJ.  TELA MICROFINS 60'' ELETRICA C/CONTROL 110V       |     165.00
     60326 | PROJ.  TELA MICROFINS 60'' MANUAL                        |      75.00
     11070 | PROJ.  TELA MICROFINS 70'' ELETRICA C/CONTROL 110V       |     195.00
     32670 | PROJ.  TELA MICROFINS 70'' ELETRICA C/CONTROL 220V       |     195.00
     77740 | PROJ.  TELA MICROFINS 70'' MANUAL                        |      78.00
     80454 | PROJ.  TELA MICROFINS 80'' ELETRICA C/CONTROL 110V       |     235.00
     80220 | PROJ.  TELA MICROFINS 80'' ELETRICA C/CONTROL 220V       |     235.00
     84887 | PROJ.  TELA MICROFINS 84'' ELETRICA C/CONTROL 110V       |     260.00
     84202 | PROJ.  TELA MICROFINS 84'' ELETRICA C/CONTROL 220V       |     260.00
     11625 | PROJ. ACER DLP X1161 2500L NEGRO                         |     375.00
     51525 | PROJ. BENQ DLP MP515 2500L 3D NEGRO                      |     420.00
     14730 | PROJ. BENQ DLP MS510 2700L 3D/HDMI NEGRO                 |     480.00
     25612 | PROJ. BENQ DLP MS612ST 2500L HDMI/USB/3D+ADP. W          |     555.00
     61821 | PROJ. BENQ DLP/LED JOYBEE GP1 MINI 100L BLANCO           |     380.00
     78320 | PROJ. DLP MITSUBISHI EX320U 3000 LUMENS RJ45/HDMI        |     795.00
     75197 | PROJ. EPSON LCD PRESENTER L 2000L HDMI/USB/DVD           |     555.00
     87831 | PROJ. EPSON LCD S10+ 2600L NEGRO                         |     480.00
     36710 | PROJ. EPSON LCD W10+ 2600L USB2.0/HDMI/USB NEGRO         |     800.00
     64239 | PROJ. INFOCUS DLP IN104 XGA 2500L NEGRO                  |     555.00
     15995 | PROJ. INNOCUBE MINI LED BLANCO                           |     122.00
     27427 | PROJ. LG DLP BS274 2700L 3D NEGRO (E)                    |     380.00
     28030 | PROJ. MITSUBISHI DLP XD280U 3000L RJ45/HDMI              |     810.00
     52628 | PROJ. OPTOMA DLP ES526 2800L NEGRO                       |     370.00
     53628 | PROJ. OPTOMA DLP EX536 2800L NEGRO                       |     570.00
     36254 | PROJ. OPTOMA DLP GT360 3D 2500L/3000.1 CONT              |     420.00
     48051 | PROJ. OPTOMA DLP PK201 20L PICO MINI NEGRO/PLATA         |     320.00
     81050 | PROJ. OPTOMA DLP PT100 50L BLANCO PLAYTIME               |     240.00
     61535 | PROJ. OPTOMA DLP TX615 HDMI 3500LUMENS NEGRO             |   1,050.00
     56741 | PROJ. OPTOMA DLP/LED DV20 DOCK IPOD 50L HDMI             |     440.00
     82569 | PROJ. SANYO LCD PLC-XW300 3000L BLANCO                   |     800.00
     30250 | PROJ. SANYO PDG-DSU30 2500L NEGRO                        |     375.00
     55643 | PROJ. SONY LCD VPL-EW130 3000L WXGA/HDMI BLANCO          |     890.00
     70432 | PROJ. SONY LCD VPL-EX100 2300L BLANCO                    |     490.00
     51207 | PROJ. SONY LCD VPL-EX120 2600L                           |     605.00
     14568 | PROJ. SONY LCD VPL-EX145 3100L                           |     870.00
      1981 | PROMO HUB  8P. ENCORE 10/100/1000 ENHGS-800  SW          |      34.00
      8798 | PROMO MB AMD64 S754 ASUS K8N4-E DELUXE S/R               |      45.00
      7591 | PROMO MB AMD64 S754 ASUS K8V-X S/R SATA                  |      42.00
      6711 | PROMO MB AMD64 S754 MSI K8N-NEO PLATINUM S               |      52.00
      9738 | PROMO MB AMD64 S939 ASUS A8V-E SE S/R SATA               |      31.00
      3746 | PROMO MB AMD64 S939 ASUS A8V-X S/R SATA                  |      31.00
      7816 | PROMO MB K7 333M ASUS A7S8X-MX S/V/R BOX                 |      33.00
      6712 | PROMO MB K7 333M MSI KT4V-L S/R                          |      42.00
      7424 | PROMO MB K7 333M SOYO SY-K7VM333 S/V/R                   |      30.00
      5168 | PROMO MB K7 400M MSI K7N2 DELTA2-PLATINUN                |      44.00
      6019 | PROMO MB K7 400M MSI KT6V-LSR S/R SATA                   |      42.00
      3384 | PROMO MB P4 478P 533M INTEL D845EPIL S/R                 |      50.00
      7721 | PROMO MB P4 478P 800M ASUS P4P800-MX S/V/R               |      68.00
     66056 | PROMO MB P4 478P 800M ASUS P4S800-D S/R                  |      42.00
      8849 | PROMO MB P4 478P 800M ASUS P4S800-MX-SE S/  R            |      42.00
      2382 | PROMO MB P4 478P 800M ECS 865GV-M DELUXE S               |      47.00
      5399 | PROMO MB P4 478P 800M INTEL D865GBFL S/V/R               |      64.00
      7939 | PROMO MB P4 478P 800M MSI PT880 NEO-FSR S/               |      42.00
      7008 | PROMO MB P4 478P 800M MSI PT880 NEO-LSR S/R*             |      46.00
      8753 | PROMO MB P4 775P  1066M INTEL D925XECV2LK S/             |      94.00
      9672 | PROMO MB P4 775P  800M ASUS P5GD2-X S/R                  |      54.00
      9645 | PROMO MB P4 775P  800M ASUS P5GPL-X S/R                  |      47.00
      9248 | PROMO MB P4 775P  800M INTEL D915GAV S/V                 |      54.00
      9741 | PROMO MB P4 775P 1066M ASUS P5VD1-X S/R SATA             |      46.00
      9724 | PROMO MB P4 775P 1066M ASUS P5WD2 S/R SATA               |      74.00
      1796 | PROMO MOFAX 56K ISA US-R 1787 D/W OEM JUMPER             |       3.80
      6699 | PROMO MOFAX 56K PCI US-R 5699 S/VOICE OEM                |       3.20
      9189 | PROMO MOFAX ADSL ROUTER LG 400R EXT 4 PORT               |      18.00
      4115 | PROMO PL PCI ED. PINNAC. STUDIO 700-PCI PLUS             |     163.00
      3935 | PROMO PL PCI SCSI ADAPTEC 39320 OEM S/CABO               |     120.00
      8780 | PROMO PL PCI TV PROLINK BT878 C/CONTROLE                 |      16.00
      3111 | PROMO REDE PCI 10/100 3COM 3C905-TX *R*                  |       6.00
      9274 | PROMO REDE PCI 10/100 3COM 3C905BTX C/CABO               |       8.00
      3181 | PROMO REDE PCI 10/100 LG LNIC-10/100A BOX                |       4.00
      6602 | PROMO SOM PCI PHILIPS HARMONIC EDGEB                     |       7.00
      9951 | PROMO VGA AGP 128 MSI ATI RX9250 TD128 DUATV             |      27.00
      9088 | PROMO VGA PCI EXP. 128 PROLINK 7300GS DUALV              |      25.00
      8710 | PROMO VGA PCI EXP. 128 PWCOLOR X300SE HYPEME             |      25.00
      9936 | PROMO VGA PCI EXP. 256 GECUBE RX1600PRO DU+T             |      31.00
      3319 | PROMO VOIP ROUTER D-LINK DVG-1402S BANDA LARGA           |      62.00
      5704 | PROMO W. ACCES POINT D-LINK DWL-900AP+ AIR               |      31.00
      8427 | PROMO W. ACCES POINT+R D-LINK DI-514                     |      32.00
      8415 | PROMO W. AP D-LINK DWL-7100AP 108MBPS                    |      74.00
     5709I | PROMO W. AP+R ENCORE ENHWI-SG 4P 54 ATE 108MBPS          |      20.00
     12218 | QUADRO DIGITAL UBOARD GENESIS 1.37GB                     |     410.00
     79810 | RADIO FM/MW BAK BK-810B 10 BANDAS NEGRO                  |       8.50
     91532 | RADIO RELOGIO MOX MO-R915 MP3/USB BEIGE                  |      26.00
     75915 | RADIO RELOGIO MOX MO-R915 MP3/USB PLATA                  |      25.00
     78476 | RASTREADOR ORANGE OR-TK102 4B/GSM/GPRS/GPS               |     116.00
     37822 | RECEP.  CONTROLE KENOX (B)                               |       5.00
     52007 | RECEP.  CONVERSOR DIGITAL FOSTON FS-200 (B)              |      45.00
     60047 | RECEP.  CONVERSOR DIGITAL MOX MO-R600 NEGRO              |      46.00
     57003 | RECEP.  CONVERSOR DIGITAL ORANGE OR-HDTV700              |      63.00
     72651 | RECEP.  CONVERSOR DIGITAL SHURAY SH-5000 (G)             |      53.00
     50013 | RECEP.  CONVERSOR ORANGE OR-CDTV001 NEGRO                |      58.00
     47147 | RECEP.  DISTRIBUDOR DE SINAL DISEQC-1 4X1 GD-41A         |       7.00
     42566 | RECEP.  DONGLE AZSMART PC RADIO MENOS PROBOX/MAXF        |      45.00
     58047 | RECEP.  DONGLE HI-BOX HD AZ/PLUS/BOX/AMER (B)            |      55.00
     52346 | RECEP.  DONGLE HI-BOX HD AZ/PLUS/BOX/AMER (G)            |      48.00
     51728 | RECEP.  DONGLE KENOX ED 500 (B)                          |      65.00
     37623 | RECEP.  DONGLE PROBOX/PROSAT SERIAL/RJ45                 |      65.00
     12247 | RECEP.  DONGLE SKS PRO-1 PROSAT/PROBOX (E)               |      74.00
     20313 | RECEPTOR  LNB 1 SAIDA                                    |       8.50
     31933 | RECEPTOR  LNB 2 SAIDAS                                   |      17.00
     20469 | RECEPTOR  LNB 4 SAIDAS                                   |      22.00
     80341 | RECEPTOR  LNB 8 SAIDAS (E)                               |      29.00
     60466 | RECEPTOR ANTENA 60CM + LNB 1SAIDA                        |      36.00
     75015 | RECEPTOR ANTENA 75CM + LNB 1 SAIDA                       |      68.00
     39710 | RECEPTOR CANAL TV AZBOX +PLUS HDMI RJ45 (G)              |      75.00
     49002 | RECEPTOR CANAL TV HI-BOX HI-9000 USB + DONGLE (G)        |     115.00
     71002 | RECEPTOR CANAL TV MAXFLY MF-7100T (G)                    |     140.00
     93931 | RECEPTOR CANAL TV MEGA BOX MG-1 STB TWIN TUNER           |     320.00
     12106 | RECEPTOR CANAL TV MEGA BOX USB GRAVADOR                  |      97.00
     83010 | RECEPTOR CANAL TV PROBOX 830 HDMI                        |      80.00
     16436 | RECEPTOR CANAL TV VIEWSAT X-TRACKER                      |      66.00
     45754 | REDE  TERMINAL RJ45 AMP-TYCO AMARILLO                    |       3.50
     23055 | REDE CONVERSOR D-LINK DMC-300SC TX PARA FX               |      85.00
     93103 | REDE PC THIN CLIENT ENCORE ENTC-1000                     |      80.00
      5373 | REDE PCI 10/100 3COM 3C905C-TXM CABO                     |      10.50
      4937 | REDE PCI 10/100 ENCORE REALTEK BOX                       |       5.00
     65550 | REDE PCI 10/100 KAIOMY (REALTEK 8139D)                   |       4.50
     32391 | REDE PCI 10/100 TP-LINK TG-3239DL  RTL8139D              |       5.50
      1832 | REDE PCI 10/100/1000 ENCORE ENLGA-1320                   |      10.00
     32693 | REDE PCI 10/100/1000 TP-LINK TG-3269/TG-3201             |       9.00
     35364 | REDE PCI EXP. 1X TP-LINK 10/100/1000 TG-3468             |       9.50
     83838 | RELOGIO PROJ. BAK BK-838P ROJO/NEGRO                     |      10.50
     10737 | SANDUICHEIRA E GRILL MORE FITNESS MF-737 110V            |      27.00
     54525 | SAUNA FACIAL INALADOR MORE FITNESS MF-5002 110V          |      17.00
     10821 | SAUNA FACIAL MORE FITNESS MF-821C 110V                   |       9.00
     12710 | SCANNER HP SCANJET G2710 PHOTOSMART                      |      93.00
     13110 | SCANNER HP SCANJET G3110 PHOTOSMART                      |     104.00
     62117 | SCANNER PORTATIL MOX MO-SC1 DIGITAL                      |      64.00
     87784 | SECADOR DE CABELO MORE FITNESS MF-784 110V 2000W         |      11.00
     87783 | SECADOR DE CABELO MORE FITNESS MFS-783+ PLUS MINI        |       8.00
     81032 | SECADOR DE CABELO PHILIPS HP8103 1400W                   |      34.00
     32230 | SOFTWARE MICROSOFT VISTA BUSINESS ESPAÑOL                |     120.00
      5406 | SOM PCI CREAT. AUDIGY  7.1 SB0570 BOX                    |      28.00
      1890 | SOM PCI CREAT. AWE CT 4810/5880 BOX                      |       7.50
      4751 | SOM PCI CREAT. LIVE 5.1 SB0060/80 BOX                    |      13.00
      1795 | SOM PCI CRISTAL 32 BITS                                  |       4.50
     71111 | SOM PCI ENCORE ENM232-8VIAS 7.1 VT1723                   |      15.00
     13201 | SPEAKER BAK BK-S201 MINI AZUL USB                        |       5.50
     13205 | SPEAKER BAK BK-S201 MINI BLANCO USB                      |       5.50
     13206 | SPEAKER BAK BK-S201 MINI NEGRO USB                       |       5.50
     13209 | SPEAKER BAK BK-S201 MINI ROJO USB                        |       5.50
     13208 | SPEAKER BAK BK-S201 MINI ROSADO USB                      |       5.50
     52314 | SPEAKER BAK BK-S202 MINI ROSADO USB                      |       8.00
     52203 | SPEAKER BAK BK-S203 NEGRO USB/SD                         |      13.50
     34207 | SPEAKER BAK BK-S207 2.1 MARRON BIVOLT                    |      45.00
     65208 | SPEAKER BAK BK-S208 2.1 MARRON BIVOLT                    |      45.00
     20957 | SPEAKER BAK BK-S209 2.1 NEGRO BIVOLT                     |      45.00
     20693 | SPEAKER CANYON CNR-SP20ABL BLANCO/AZUL                   |      22.00
     20389 | SPEAKER CANYON CNR-SP20BG NEGRO/VERDE                    |      22.00
     20727 | SPEAKER CANYON CNR-SP20CW BLANCO/NEGRO                   |      22.00
      0363 | SPEAKER DR.HANK SP-M600-G0CT USB MARRON                  |       7.00
     21068 | SPEAKER DR.HANK SS-2106 2.1 NEGRO BIVOLT                 |      25.00
     21181 | SPEAKER DR.HANK SS-2118 2.1 NEGRO BIVOLT                 |      29.00
     79215 | SPEAKER DR.HANK SS-2C15 USB/SD/MMC NEGRO                 |      38.00
     80223 | SPEAKER DR.HANK SS-2C23 USB/SD/MMC NEGRO                 |      45.00
     12006 | SPEAKER FOSTON FT-2006 AZUL/PLATA                        |       1.00
     93715 | SPEAKER HOME FREE M1 2.1 NEGRO BIVOLT C/RADIO            |      50.00
     58026 | SPEAKER HOME FREE V-5802 2.1 NEGRO BIVOLT                |      44.00
     31227 | SPEAKER ILUV INT170 RADIO INTERNET RJ45/WIFI NEGRO       |     224.00
     90668 | SPEAKER ILUV ISP130 USB NEGRO                            |      37.00
     90637 | SPEAKER ILUV ISP150 IPAD/IPHONE/PC USB NEGRO             |      32.00
     98303 | SPEAKER KLIPX KES-100 MINI NEGRO                         |      26.00
     79830 | SPEAKER KLIPX KIS-915 WIRELES P/ IPOD                    |     127.00
     31059 | SPEAKER KLIPX KSS-310 NEGRO                              |      11.00
     51504 | SPEAKER MOBILE BAK BK-P504G 3.5'' 4GB MINI ROSADO        |      47.00
     98504 | SPEAKER MOBILE BAK BK-P504G MINI AZUL                    |      47.00
     85043 | SPEAKER MOBILE BAK BK-P504G MINI BLANCO                  |      47.00
     85063 | SPEAKER MOBILE BAK BK-P506G MINI BLANCO                  |      54.00
     50685 | SPEAKER MOBILE BAK BK-P506G MINI NEGRO                   |      54.00
     20423 | SPEAKER MOBILE BAK BK-S2042 USB/SD/MMC/MS/FM             |      19.00
     52205 | SPEAKER MOBILE BAK BK-S205 USB/SD/FM TABACO              |      20.00
     20506 | SPEAKER MOBILE BAK BK-S2050 USB/SD/MMC/FM                |      27.00
     44522 | SPEAKER MOBILE BAK BK-S2052 RETRO MARRON                 |      25.00
     20603 | SPEAKER MOBILE BAK BK-S206 USB/SD/MMC/MS/FM              |      19.00
     22578 | SPEAKER MOBILE BAK BK-S225 USB/SD/FM NEGRO               |      13.00
     22560 | SPEAKER MOBILE BAK BK-S225 USB/SD/FM ROSADO              |      13.00
     88528 | SPEAKER MOBILE BAK BK-S228 USB/SD/FM AMARILLO            |      13.00
     22801 | SPEAKER MOBILE BAK BK-S228 USB/SD/FM AZUL                |      13.00
     22825 | SPEAKER MOBILE BAK BK-S228 USB/SD/FM NEGRO               |      13.00
     23522 | SPEAKER MOBILE BAK BK-S235 USB/SD/FM NARANJA             |      22.00
     23511 | SPEAKER MOBILE BAK BK-S235 USB/SD/FM PLATA               |      22.00
     23555 | SPEAKER MOBILE BAK BK-S235 USB/SD/FM ROJO                |      22.00
     31316 | SPEAKER MOBILE DK-31 USB/SD/FM PLATA (B)                 |      28.00
     35014 | SPEAKER MOBILE DK-35 USB/SD/FM NEGRO (B)                 |      30.00
     71324 | SPEAKER MOBILE DR.HANK PS-K01B MINI NEGRO                |      24.00
     45514 | SPEAKER MOBILE DR.HANK PS-K02B MINI NEGRO                |      22.00
     44552 | SPEAKER MOBILE DR.HANK PS-K03B MINI NEGRO                |      17.00
     76213 | SPEAKER MOBILE DR.HANK PS-K03D MINI AZUL                 |      17.00
     77325 | SPEAKER MOBILE DR.HANK PS-K03E MINI ROJO                 |      17.00
     78652 | SPEAKER MOBILE DR.HANK PS-K03Y MINI AMARILLO             |      17.00
     74235 | SPEAKER MOBILE DR.HANK PS-K04B MINI NEGRO                |      20.00
     21135 | SPEAKER MOBILE FD-11 USB/SD/MMC/FM (B)                   |      27.00
     50101 | SPEAKER MOBILE MOX MO-S5010 MINI SD/USB/FM NEGRO         |      56.00
     90246 | SPEAKER MOBILE MOX MO-S902 MINI PLATA/BLANCO             |      28.00
     90335 | SPEAKER MOBILE MOX MO-S903 MINI NEGRO                    |      18.00
     90404 | SPEAKER MOBILE MOX MO-S904 MINI NEGRO                    |      19.00
     90555 | SPEAKER MOBILE MOX MO-S905 FM MINI AZUL                  |      21.00
     99689 | SPEAKER MOBILE MOX MO-S906 MINI AZUL                     |      21.00
